Date 	Symbol 	Security Name 	Client Name 	Buy / Sell 	Quantity Traded 	Trade Price / Wght. Avg. Price 	Remarks 
08-Aug-23	TALBROAUTO	Talbros Automotive Compon	GRAVITON RESEARCH CAPITAL LLP	SELL	"93,184"	946.99	-
08-Aug-23	TFCILTD	Tourism Finance Corp	CRONY VYAPAR PVT LTD	BUY	"16,84,939"	100.17	-
08-Aug-23	TFCILTD	Tourism Finance Corp	CRONY VYAPAR PVT LTD	SELL	"16,81,269"	100.21	-
08-Aug-23	TFCILTD	Tourism Finance Corp	GRAVITON RESEARCH CAPITAL LLP	BUY	"6,98,589"	99.94	-
08-Aug-23	TFCILTD	Tourism Finance Corp	GRAVITON RESEARCH CAPITAL LLP	SELL	"6,98,589"	100.03	-
08-Aug-23	UFO	UFO Moviez India Ltd.	BONANZA COMMODITY BROKERS PRIVATE LIMITED	BUY	"6,496"	93.29	-
08-Aug-23	UFO	UFO Moviez India Ltd.	BONANZA COMMODITY BROKERS PRIVATE LIMITED	SELL	"2,14,507"	93.55	-
08-Aug-23	VASCONEQ	Vascon Engineers Ltd	GRAVITON RESEARCH CAPITAL LLP	BUY	"30,13,115"	56.53	-
08-Aug-23	VASCONEQ	Vascon Engineers Ltd	GRAVITON RESEARCH CAPITAL LLP	SELL	"30,13,115"	56.54	-
08-Aug-23	VCL-RE	Vaxtex Cotfab Limited	VAXFAB ENTERPRISES LIMITED	SELL	"18,82,239"	0.16	-
08-Aug-23	VETO	Veto Switchgear Cable Ltd	GRAVITON RESEARCH CAPITAL LLP	BUY	"1,14,130"	125.74	-
08-Aug-23	VETO	Veto Switchgear Cable Ltd	GRAVITON RESEARCH CAPITAL LLP	SELL	"1,14,130"	125.79	-
08-Aug-23	YATHARTH	Yatharth Hosp & Tra C S L	GRAVITON RESEARCH CAPITAL LLP	BUY	"8,90,451"	344.2	-
08-Aug-23	YATHARTH	Yatharth Hosp & Tra C S L	GRAVITON RESEARCH CAPITAL LLP	SELL	"8,90,451"	344.13	-
08-Aug-23	YATHARTH	Yatharth Hosp & Tra C S L	NK SECURITIES RESEARCH PRIVATE LIMITED	BUY	"5,18,735"	344.52	-
08-Aug-23	YATHARTH	Yatharth Hosp & Tra C S L	NK SECURITIES RESEARCH PRIVATE LIMITED	SELL	"5,18,735"	344.7	-
08-Aug-23	YCCL	Yasons Chemex Care Ltd	MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED	SELL	"2,01,000"	37.18	-
08-Aug-23	YCCL	Yasons Chemex Care Ltd	SETU SECURITIES PVT LTD	SELL	"1,50,000"	38.7	-
09-Aug-23	ANMOL	Anmol India Limited	MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED	BUY	"4,00,000"	50.02	-
09-Aug-23	ANTGRAPHIC	Antarctica Graphics Ltd	SALVATION  DEVELOPERS  LIMITED	BUY	"10,00,000"	0.95	-
09-Aug-23	ANTGRAPHIC	Antarctica Graphics Ltd	VIBRANT SECURITIES PVT. LTD	BUY	"14,35,714"	0.91	-
09-Aug-23	ANTGRAPHIC	Antarctica Graphics Ltd	VIBRANT SECURITIES PVT. LTD	SELL	"12,75,662"	0.9	-
09-Aug-23	ASLIND	ASL Industries Limited	MOHIT GOSWAMI	SELL	"2,16,000"	16.65	-
09-Aug-23	ASLIND	ASL Industries Limited	SKYBRIDGE INCAP ADVISORY LLP	BUY	"1,92,000"	16.65	-
09-Aug-23	BAJAJHIND	Bajaj Hindustan Sugar Ltd	HRTI PRIVATE LIMITED	BUY	"63,88,104"	18.12	-
09-Aug-23	BAJAJHIND	Bajaj Hindustan Sugar Ltd	HRTI PRIVATE LIMITED	SELL	"59,14,725"	18.14	-
09-Aug-23	BIRLACABLE	Birla Cable Limited	AAKRAYA RESEARCH LLP	BUY	"2,08,933"	245.72	-
09-Aug-23	BIRLACABLE	Birla Cable Limited	AAKRAYA RESEARCH LLP	SELL	"2,08,933"	245.88	-
09-Aug-23	BIRLACABLE	Birla Cable Limited	GRAVITON RESEARCH CAPITAL LLP	BUY	"4,15,924"	241.88	-
09-Aug-23	BIRLACABLE	Birla Cable Limited	GRAVITON RESEARCH CAPITAL LLP	SELL	"4,15,924"	241.52	-
09-Aug-23	BIRLACABLE	Birla Cable Limited	HRTI PRIVATE LIMITED	BUY	"1,98,030"	245.3	-
09-Aug-23	BIRLACABLE	Birla Cable Limited	HRTI PRIVATE LIMITED	SELL	"1,97,890"	244.74	-
09-Aug-23	BIRLACABLE	Birla Cable Limited	NK SECURITIES RESEARCH PRIVATE LIMITED	BUY	"2,60,192"	247.44	-
09-Aug-23	BIRLACABLE	Birla Cable Limited	NK SECURITIES RESEARCH PRIVATE LIMITED	SELL	"2,60,192"	247.5	-
09-Aug-23	BIRLACABLE	Birla Cable Limited	QE SECURITIES LLP	BUY	"2,50,178"	247.82	-
09-Aug-23	BIRLACABLE	Birla Cable Limited	QE SECURITIES LLP	SELL	"2,62,923"	245.91	-
09-Aug-23	BROOKS-RE	Brooks Lab Limited	BAFNA JYOTI	BUY	"47,183"	7.76	-
09-Aug-23	BROOKS-RE	Brooks Lab Limited	SARAS GUPTA	SELL	"50,346"	7.83	-
09-Aug-23	DIL	Debock Industries Limited	A S CONFIN PRIVATE LIMITED	BUY	"2,847"	11.45	-
09-Aug-23	DIL	Debock Industries Limited	A S CONFIN PRIVATE LIMITED	SELL	"10,45,926"	11.4	-
09-Aug-23	DIL	Debock Industries Limited	CHITRA  GANDHI	BUY	"6,00,000"	11.84	-
09-Aug-23	DIL	Debock Industries Limited	ESAAR (INDIA) LIMITED	BUY	"3,85,321"	11.62	-
09-Aug-23	DIL	Debock Industries Limited	ESAAR (INDIA) LIMITED	SELL	"8,16,208"	11.74	-
09-Aug-23	DRONE	Drone Destination Limited	MANSI SHARE AND STOCK ADVISORS PVT LTD	SELL	"1,90,000"	135.06	-
09-Aug-23	DRONE	Drone Destination Limited	SETU SECURITIES PVT LTD	BUY	"1,88,000"	135	-
09-Aug-23	FCSSOFT	FCS Software Solutions Li	HI GROWTH CORPORATE SERVICES PVT LTD	BUY	"1,01,73,480"	2.58	-
09-Aug-23	FCSSOFT	FCS Software Solutions Li	HI GROWTH CORPORATE SERVICES PVT LTD	SELL	"91,02,480"	2.59	-
09-Aug-23	FCSSOFT	FCS Software Solutions Li	PRAHLAD ESTATES & PROPERTIES PRIVATE LIMITED	SELL	"1,00,00,000"	2.53	-
09-Aug-23	GISOLUTION	GI Engineering Solutions	PRAVEEN KURELE	BUY	"10,00,000"	9.5	-
09-Aug-23	GLAND	Gland Pharma Limited	GRAVITON RESEARCH CAPITAL LLP	BUY	"11,10,300"	"1,698.72"	-
09-Aug-23	GLAND	Gland Pharma Limited	GRAVITON RESEARCH CAPITAL LLP	SELL	"11,10,300"	"1,700.02"	-
09-Aug-23	GSTL	Globesecure Techno Ltd	AVIRAT ENTERPRISE	SELL	"63,000"	119.96	-
09-Aug-23	GSTL	Globesecure Techno Ltd	VEENA RAJESH SHAH	BUY	"69,000"	120.34	-
09-Aug-23	GSTL	Globesecure Techno Ltd	VEENA RAJESH SHAH	SELL	"69,000"	117.82	-
09-Aug-23	HBSL	HB Stockholdings Limited	PANKAJ ISWE	BUY	"50,000"	62.9	-
09-Aug-23	HBSL	HB Stockholdings Limited	PANKAJ ISWE	SELL	"16,360"	62.8	-
09-Aug-23	HBSL	HB Stockholdings Limited	RAJESH KOLEKAR HUF	BUY	"45,014"	62.1	-
09-Aug-23	HBSL	HB Stockholdings Limited	RAJESH KOLEKAR HUF	SELL	"20,014"	62.9	-
09-Aug-23	HBSL	HB Stockholdings Limited	SEEMARANI PAL	BUY	"50,772"	62.8	-
09-Aug-23	HBSL	HB Stockholdings Limited	SEEMARANI PAL	SELL	"44,067"	62.72	-
09-Aug-23	HBSL	HB Stockholdings Limited	SETU SECURITIES PVT LTD	BUY	"45,852"	62.64	-
09-Aug-23	HBSL	HB Stockholdings Limited	SETU SECURITIES PVT LTD	SELL	"40,027"	62.9	-
09-Aug-23	HCC	Hindustan Construc Co.	ACHINTYA SECURITIES PRIVATE LIMITED	BUY	"90,71,024"	23.04	-
09-Aug-23	HCC	Hindustan Construc Co.	ACHINTYA SECURITIES PRIVATE LIMITED	SELL	"85,90,893"	22.97	-
09-Aug-23	HCC	Hindustan Construc Co.	CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED	BUY	"1,30,95,276"	22.7	-
09-Aug-23	HCC	Hindustan Construc Co.	CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED	SELL	"49,96,284"	23.13	-
09-Aug-23	HCC	Hindustan Construc Co.	HRTI PRIVATE LIMITED	BUY	"2,55,24,639"	22.51	-
09-Aug-23	HCC	Hindustan Construc Co.	HRTI PRIVATE LIMITED	SELL	"2,49,92,640"	22.48	-
09-Aug-23	HCC	Hindustan Construc Co.	JAINAM BROKING LIMITED	BUY	"31,17,678"	23.05	-
09-Aug-23	HCC	Hindustan Construc Co.	JAINAM BROKING LIMITED	SELL	"80,76,173"	22.67	-
09-Aug-23	HCC	Hindustan Construc Co.	JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED	BUY	"1,41,98,930"	22.72	-
09-Aug-23	HCC	Hindustan Construc Co.	JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED	SELL	"1,41,98,930"	22.73	-
09-Aug-23	HCC	Hindustan Construc Co.	SHREEJAY WEALTH ADVISORS PRIVATE LIMITED  .	BUY	"90,42,511"	22.78	-
09-Aug-23	HCC	Hindustan Construc Co.	SHREEJAY WEALTH ADVISORS PRIVATE LIMITED  .	SELL	"52,92,511"	22.75	-
09-Aug-23	HISARMETAL	Hisar Metal Ind. Limited	ABHINAV AGARWAL	BUY	"24,872"	239.7	-
09-Aug-23	HISARMETAL	Hisar Metal Ind. Limited	ABHINAV AGARWAL	SELL	"28,895"	239.85	-
09-Aug-23	HISARMETAL	Hisar Metal Ind. Limited	GRAVITON RESEARCH CAPITAL LLP	BUY	"1,01,499"	236.95	-
09-Aug-23	HISARMETAL	Hisar Metal Ind. Limited	GRAVITON RESEARCH CAPITAL LLP	SELL	"1,01,499"	237.47	-
09-Aug-23	HISARMETAL	Hisar Metal Ind. Limited	MUDUPULAVEMULA SURENDRANADHA REDDY	BUY	"58,200"	233.56	-
09-Aug-23	HISARMETAL	Hisar Metal Ind. Limited	MUDUPULAVEMULA SURENDRANADHA REDDY	SELL	"58,200"	234.67	-
09-Aug-23	HISARMETAL	Hisar Metal Ind. Limited	NK SECURITIES RESEARCH PRIVATE LIMITED	BUY	"38,692"	241.33	-
09-Aug-23	HISARMETAL	Hisar Metal Ind. Limited	NK SECURITIES RESEARCH PRIVATE LIMITED	SELL	"38,692"	241.63	-
09-Aug-23	HISARMETAL	Hisar Metal Ind. Limited	QE SECURITIES LLP	BUY	"35,125"	237.81	-
09-Aug-23	HISARMETAL	Hisar Metal Ind. Limited	QE SECURITIES LLP	SELL	"35,111"	237.3	-
09-Aug-23	JSWISPL	JSW Ispat Spe Pro Ltd	GLOBE CAPITAL MARKET LTD.	SELL	"46,49,400"	38.27	-
09-Aug-23	JSWISPL	JSW Ispat Spe Pro Ltd	UTI MUTUAL FUND	BUY	"38,83,950"	38.37	-
09-Aug-23	MASFIN	MAS Financial Serv Ltd	BASANT MAHESHWARI WEALTH ADVISERS LLP	BUY	"2,93,124"	816.38	-
09-Aug-23	MUTHOOTCAP	Muthoot Cap Serv Ltd	GRAVITON RESEARCH CAPITAL LLP	BUY	"1,03,672"	362.35	-
09-Aug-23	MUTHOOTCAP	Muthoot Cap Serv Ltd	GRAVITON RESEARCH CAPITAL LLP	SELL	"1,03,672"	362.56	-
09-Aug-23	NIRMAN	Nirman Agri Gentics Ltd	MAYURI SHRIPAL VORA	BUY	"32,400"	145.48	-
09-Aug-23	ONMOBILE	OnMobile Global Limited	AAKRAYA RESEARCH LLP	BUY	"5,71,520"	102.87	-
09-Aug-23	ONMOBILE	OnMobile Global Limited	AAKRAYA RESEARCH LLP	SELL	"5,71,520"	102.95	-
09-Aug-23	ONMOBILE	OnMobile Global Limited	GRAVITON RESEARCH CAPITAL LLP	BUY	"19,29,852"	102.02	-
09-Aug-23	ONMOBILE	OnMobile Global Limited	GRAVITON RESEARCH CAPITAL LLP	SELL	"19,29,852"	101.96	-
09-Aug-23	ONMOBILE	OnMobile Global Limited	HRTI PRIVATE LIMITED	BUY	"7,38,392"	101.42	-
09-Aug-23	ONMOBILE	OnMobile Global Limited	HRTI PRIVATE LIMITED	SELL	"7,78,602"	101.59	-
09-Aug-23	ONMOBILE	OnMobile Global Limited	QE SECURITIES LLP	BUY	"9,42,772"	103.4	-
09-Aug-23	ONMOBILE	OnMobile Global Limited	QE SECURITIES LLP	SELL	"9,74,450"	103.28	-
09-Aug-23	PATINTLOG	Patel Integrated Logistic	L7 HITECH PRIVATE LIMITED	BUY	"3,63,205"	17.95	-
09-Aug-23	PATINTLOG	Patel Integrated Logistic	L7 HITECH PRIVATE LIMITED	SELL	"20,000"	19.6	-
09-Aug-23	PATINTLOG	Patel Integrated Logistic	M/S. PRARTHANA ENTERPRISES	BUY	"3,50,000"	16.62	-
09-Aug-23	PATINTLOG	Patel Integrated Logistic	M/S. PRARTHANA ENTERPRISES	SELL	"1,10,000"	19.9	-
09-Aug-23	PLPHAR-RE	Piramal Pharma Limited	BNP PARIBAS ARBITRAGE	BUY	"10,71,977"	16.11	-
09-Aug-23	PLPHAR-RE	Piramal Pharma Limited	BNP PARIBAS ARBITRAGE	SELL	"16,776"	16.48	-
09-Aug-23	PLPHAR-RE	Piramal Pharma Limited	LIFE INSURANCE CORPORATION OF INDIA A/C SCHEME NO 05	SELL	"30,78,892"	15.41	-
09-Aug-23	RHFL	Reliance Home Finance Ltd	EPITOME TRADING AND INVESTMENTS	BUY	"27,60,001"	2.11	-
09-Aug-23	RHFL	Reliance Home Finance Ltd	EPITOME TRADING AND INVESTMENTS	SELL	"12,50,001"	2.12	-
09-Aug-23	RHFL	Reliance Home Finance Ltd	HI GROWTH CORPORATE SERVICES PVT LTD	BUY	"36,63,000"	2.36	-
09-Aug-23	RHFL	Reliance Home Finance Ltd	HI GROWTH CORPORATE SERVICES PVT LTD	SELL	"30,06,000"	2.34	-
09-Aug-23	RHFL	Reliance Home Finance Ltd	MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED	BUY	"1,15,00,002"	2.1	-
09-Aug-23	RHFL	Reliance Home Finance Ltd	MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED	SELL	"1,68,98,666"	2.14	-
09-Aug-23	RHFL	Reliance Home Finance Ltd	RELIANCE CAPITAL LTD	SELL	"5,20,00,000"	2.14	-
09-Aug-23	RHFL	Reliance Home Finance Ltd	SAHASTRAA ADVISORS PRIVATE LIMITED	BUY	"1,42,04,470"	2.11	-
09-Aug-23	RHFL	Reliance Home Finance Ltd	SAHASTRAA ADVISORS PRIVATE LIMITED	SELL	"38,24,734"	2.12	-
09-Aug-23	RHFL	Reliance Home Finance Ltd	SETU SECURITIES PVT LTD	SELL	"44,23,474"	2.1	-
09-Aug-23	RHFL	Reliance Home Finance Ltd	TOPGAIN FINANCE PRIVATE LIMITED	BUY	"1,80,09,080"	2.11	-
09-Aug-23	RHFL	Reliance Home Finance Ltd	TOPGAIN FINANCE PRIVATE LIMITED	SELL	"1,09,49,080"	2.21	-
09-Aug-23	RPOWER	Reliance Power Limited	HRTI PRIVATE LIMITED	BUY	"2,66,08,535"	18.11	-
09-Aug-23	RPOWER	Reliance Power Limited	HRTI PRIVATE LIMITED	SELL	"2,75,03,059"	18.12	-
09-Aug-23	SHERA	Shera Energy Limited	MAVEN INDIA FUND	SELL	"3,66,000"	104.49	-
09-Aug-23	SYNOPTICS	Synoptics Technologies L	MAHADEV MANUBHAI MAKVANA	BUY	"25,800"	124.25	-
09-Aug-23	SYNOPTICS	Synoptics Technologies L	MAHADEV MANUBHAI MAKVANA	SELL	"58,200"	124.85	-
09-Aug-23	TALBROAUTO	Talbros Automotive Compon	GRAVITON RESEARCH CAPITAL LLP	BUY	"2,55,122"	"1,067.80"	-
09-Aug-23	TALBROAUTO	Talbros Automotive Compon	GRAVITON RESEARCH CAPITAL LLP	SELL	"2,55,122"	"1,069.17"	-
09-Aug-23	TALBROAUTO	Talbros Automotive Compon	HRTI PRIVATE LIMITED	BUY	"71,018"	"1,065.24"	-
09-Aug-23	TALBROAUTO	Talbros Automotive Compon	HRTI PRIVATE LIMITED	SELL	"68,796"	"1,068.62"	-
09-Aug-23	TFCILTD	Tourism Finance Corp	CRONY VYAPAR PVT LTD	BUY	"27,27,420"	106.04	-
09-Aug-23	TFCILTD	Tourism Finance Corp	CRONY VYAPAR PVT LTD	SELL	"21,65,963"	105.92	-
09-Aug-23	TFCILTD	Tourism Finance Corp	GRAVITON RESEARCH CAPITAL LLP	BUY	"8,99,913"	105.36	-
09-Aug-23	TFCILTD	Tourism Finance Corp	GRAVITON RESEARCH CAPITAL LLP	SELL	"8,99,913"	105.25	-
09-Aug-23	TFCILTD	Tourism Finance Corp	HRTI PRIVATE LIMITED	BUY	"4,94,170"	104.82	-
09-Aug-23	TFCILTD	Tourism Finance Corp	HRTI PRIVATE LIMITED	SELL	"5,20,665"	104.76	-
09-Aug-23	TFCILTD	Tourism Finance Corp	PRRSAAR COMMODITIES PVT LTD	BUY	"7,19,582"	106.26	-
09-Aug-23	TFCILTD	Tourism Finance Corp	PRRSAAR COMMODITIES PVT LTD	SELL	"7,19,582"	106.35	-
09-Aug-23	TFCILTD	Tourism Finance Corp	RAMDOOT REALTORS PVT LTD	BUY	"5,76,289"	106.35	-
09-Aug-23	TFCILTD	Tourism Finance Corp	RAMDOOT REALTORS PVT LTD	SELL	"3,26,389"	105.86	-
09-Aug-23	TRIDHYA	Tridhya Tech Limited	CHANAKYA OPPORTUNITIES FUND I	BUY	"2,46,000"	46.19	-
09-Aug-23	TRIDHYA	Tridhya Tech Limited	NIKUNJ KAUSHIK SHAH	BUY	"1,95,000"	45.73	-
09-Aug-23	TRIDHYA	Tridhya Tech Limited	NIKUNJ KAUSHIK SHAH	SELL	"1,92,000"	47.22	-
09-Aug-23	TRIDHYA	Tridhya Tech Limited	NIMIT JAYENDRA SHAH	BUY	"1,32,000"	48.49	-
09-Aug-23	TRIDHYA	Tridhya Tech Limited	NIMIT JAYENDRA SHAH	SELL	"1,32,000"	47.79	-
09-Aug-23	TRIDHYA	Tridhya Tech Limited	SKY WANDERERS  LLP	BUY	"18,000"	43	-
09-Aug-23	TRIDHYA	Tridhya Tech Limited	SKY WANDERERS  LLP	SELL	"1,35,000"	49.06	-
09-Aug-23	TRIDHYA	Tridhya Tech Limited	SOMANI VENTURES AND INNOVATIONS LIMITED	BUY	"3,81,000"	49.3	-
09-Aug-23	TRIDHYA	Tridhya Tech Limited	SOMANI VENTURES AND INNOVATIONS LIMITED	SELL	"2,70,000"	44.13	-
09-Aug-23	VASCONEQ	Vascon Engineers Ltd	GRAVITON RESEARCH CAPITAL LLP	BUY	"14,15,958"	51.61	-
09-Aug-23	VASCONEQ	Vascon Engineers Ltd	GRAVITON RESEARCH CAPITAL LLP	SELL	"14,15,958"	51.75	-
09-Aug-23	VCL-RE	Vaxtex Cotfab Limited	JANAK NAVINBHAI PANCHAL	BUY	"4,98,545"	0.1	-
09-Aug-23	VCL-RE	Vaxtex Cotfab Limited	KAMBHAMPATI PAVAN	BUY	"3,37,180"	0.1	-
09-Aug-23	VCL-RE	Vaxtex Cotfab Limited	TARA CAPITAL PARTNERS INDIA PRIVATE LIMITED	BUY	"5,00,000"	0.1	-
09-Aug-23	VCL-RE	Vaxtex Cotfab Limited	VAXFAB ENTERPRISES LIMITED	SELL	"51,30,000"	0.11	-
09-Aug-23	VETO	Veto Switchgear Cable Ltd	GRAVITON RESEARCH CAPITAL LLP	BUY	"1,18,320"	129.45	-
09-Aug-23	VETO	Veto Switchgear Cable Ltd	GRAVITON RESEARCH CAPITAL LLP	SELL	"1,18,320"	129.5	-
09-Aug-23	VIKASECO	Vikas EcoTech Limited	VISHWAS FINCAP SERVICES PRIVATE LIMITED	BUY	"64,83,645"	3.04	-
09-Aug-23	VIKASECO	Vikas EcoTech Limited	VISHWAS FINCAP SERVICES PRIVATE LIMITED	SELL	"54,83,645"	3.05	-
09-Aug-23	ZEAL	Zeal Global Services Ltd	HARYANA REFRACTORIES PRIVATE LIMITED	BUY	"72,000"	147	-
09-Aug-23	ZEAL	Zeal Global Services Ltd	JAIN SANJAY POPATLAL	BUY	"1,11,600"	151.79	-
09-Aug-23	ZEAL	Zeal Global Services Ltd	MANOJ AGARWAL	BUY	"72,000"	154.15	-
09-Aug-23	ZEAL	Zeal Global Services Ltd	MOUNTAIN VENTURES	BUY	"67,200"	154.35	-
09-Aug-23	ZEAL	Zeal Global Services Ltd	SOWMIYA BHARATT	BUY	"70,800"	154.35	-
10-Aug-23	ANTGRAPHIC	Antarctica Graphics Ltd	AGARWAL SUNITA MANOJKUMAR	BUY	"10,00,000"	1.08	-
10-Aug-23	ANTGRAPHIC	Antarctica Graphics Ltd	RAMESH CHEPURI	SELL	"9,08,202"	1.1	-
10-Aug-23	ANTGRAPHIC	Antarctica Graphics Ltd	VIBRANT SECURITIES PVT. LTD	BUY	"33,47,050"	1.08	-
10-Aug-23	ANTGRAPHIC	Antarctica Graphics Ltd	VIBRANT SECURITIES PVT. LTD	SELL	"33,27,988"	1.08	-
10-Aug-23	ATALREAL	Atal Realtech Limited	KAUSHIK MAHESHBHAI WAGHELA	BUY	"87,350"	133.72	-
10-Aug-23	ATALREAL	Atal Realtech Limited	KAUSHIK MAHESHBHAI WAGHELA	SELL	"7,350"	133.38	-
10-Aug-23	BAJAJHIND	Bajaj Hindustan Sugar Ltd	HI GROWTH CORPORATE SERVICES PVT LTD	BUY	"1,02,33,000"	19.92	-
10-Aug-23	BAJAJHIND	Bajaj Hindustan Sugar Ltd	HI GROWTH CORPORATE SERVICES PVT LTD	SELL	"1,04,49,000"	19.93	-
10-Aug-23	BAJAJHIND	Bajaj Hindustan Sugar Ltd	HRTI PRIVATE LIMITED	BUY	"92,63,791"	19.8	-
10-Aug-23	BAJAJHIND	Bajaj Hindustan Sugar Ltd	HRTI PRIVATE LIMITED	SELL	"94,17,631"	19.84	-
10-Aug-23	BAJAJHIND	Bajaj Hindustan Sugar Ltd	QE SECURITIES LLP	BUY	"88,07,106"	19.89	-
10-Aug-23	BAJAJHIND	Bajaj Hindustan Sugar Ltd	QE SECURITIES LLP	SELL	"90,09,281"	19.9	-
10-Aug-23	BIRLACABLE	Birla Cable Limited	GRAVITON RESEARCH CAPITAL LLP	BUY	"2,27,376"	247.89	-
10-Aug-23	BIRLACABLE	Birla Cable Limited	GRAVITON RESEARCH CAPITAL LLP	SELL	"2,27,376"	247.76	-
10-Aug-23	CARTRADE	Cartrade Tech Limited	GRAVITON RESEARCH CAPITAL LLP	BUY	"2,56,458"	554.6	-
10-Aug-23	CARTRADE	Cartrade Tech Limited	GRAVITON RESEARCH CAPITAL LLP	SELL	"2,56,458"	554.99	-
10-Aug-23	CMSINFO	CMS Info Systems Limited	BONANZA COMMODITY BROKERS PRIVATE LIMITED	BUY	"2,95,745"	363.54	-
10-Aug-23	CMSINFO	CMS Info Systems Limited	BONANZA COMMODITY BROKERS PRIVATE LIMITED	SELL	"22,19,992"	362.3	-
10-Aug-23	CMSINFO	CMS Info Systems Limited	F3 ADVISORS PRIVATE LIMITED	BUY	"1,26,650"	362.48	-
10-Aug-23	CMSINFO	CMS Info Systems Limited	F3 ADVISORS PRIVATE LIMITED	SELL	"9,38,900"	362.2	-
10-Aug-23	CMSINFO	CMS Info Systems Limited	GRAVITON RESEARCH CAPITAL LLP	BUY	"9,69,354"	364.08	-
10-Aug-23	CMSINFO	CMS Info Systems Limited	GRAVITON RESEARCH CAPITAL LLP	SELL	"9,69,354"	363.85	-
10-Aug-23	CMSINFO	CMS Info Systems Limited	JAINAM BROKING LIMITED	BUY	"9,80,016"	361.41	-
10-Aug-23	CMSINFO	CMS Info Systems Limited	JAINAM BROKING LIMITED	SELL	"4,52,506"	363.61	-
10-Aug-23	CMSINFO	CMS Info Systems Limited	MANSI SHARE AND STOCK ADVISORS PVT LTD	BUY	"2,52,529"	362.28	-
10-Aug-23	CMSINFO	CMS Info Systems Limited	MANSI SHARE AND STOCK ADVISORS PVT LTD	SELL	"17,02,526"	362	-
10-Aug-23	CYBERMEDIA	Cyber Media (India) Limit	KARANKUMAR KANUJI THAKOR	BUY	"6,01,776"	17.97	-
10-Aug-23	CYBERMEDIA	Cyber Media (India) Limit	KARANKUMAR KANUJI THAKOR	SELL	"6,01,776"	17.81	-
10-Aug-23	CYBERMEDIA	Cyber Media (India) Limit	MATALIA STOCK BROKING PRIVATE LIMITED	BUY	"83,010"	17.5	-
10-Aug-23	CYBERMEDIA	Cyber Media (India) Limit	MATALIA STOCK BROKING PRIVATE LIMITED	SELL	"83,010"	17.59	-
10-Aug-23	CYBERMEDIA	Cyber Media (India) Limit	NK SECURITIES RESEARCH PRIVATE LIMITED	BUY	"1,64,780"	17.41	-
10-Aug-23	CYBERMEDIA	Cyber Media (India) Limit	NK SECURITIES RESEARCH PRIVATE LIMITED	SELL	"1,64,780"	17.44	-
10-Aug-23	CYBERMEDIA	Cyber Media (India) Limit	PRADEEP KUMAR YADAV	SELL	"1,00,106"	17.86	-
10-Aug-23	DISHTV	Dish TV India Limited	HRTI PRIVATE LIMITED	BUY	"1,08,68,737"	19.71	-
10-Aug-23	DISHTV	Dish TV India Limited	HRTI PRIVATE LIMITED	SELL	"1,07,04,711"	19.68	-
10-Aug-23	DREAMFOLKS	Dreamfolks Services Ltd	ADITYA BIRLA SUN LIFE MUTUAL FUND	SELL	"4,51,517"	577.06	-
10-Aug-23	DREAMFOLKS	Dreamfolks Services Ltd	GRAVITON RESEARCH CAPITAL LLP	BUY	"6,50,404"	574.23	-
10-Aug-23	DREAMFOLKS	Dreamfolks Services Ltd	GRAVITON RESEARCH CAPITAL LLP	SELL	"6,50,404"	575.61	-
10-Aug-23	DREAMFOLKS	Dreamfolks Services Ltd	NK SECURITIES RESEARCH PRIVATE LIMITED	BUY	"3,11,494"	575.61	-
10-Aug-23	DREAMFOLKS	Dreamfolks Services Ltd	NK SECURITIES RESEARCH PRIVATE LIMITED	SELL	"3,11,494"	576.03	-
10-Aug-23	GISOLUTION	GI Engineering Solutions	NAVEEN KURELE	BUY	"6,88,376"	9.65	-
10-Aug-23	HCC	Hindustan Construc Co.	CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED	BUY	"68,44,279"	24.05	-
10-Aug-23	HCC	Hindustan Construc Co.	CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED	SELL	"1,33,41,131"	24.24	-
10-Aug-23	HCC	Hindustan Construc Co.	HRTI PRIVATE LIMITED	BUY	"2,26,57,193"	24.19	-
10-Aug-23	HCC	Hindustan Construc Co.	HRTI PRIVATE LIMITED	SELL	"2,13,84,165"	24.23	-
10-Aug-23	HCC	Hindustan Construc Co.	JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED	BUY	"1,14,77,833"	24.35	-
10-Aug-23	HCC	Hindustan Construc Co.	JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED	SELL	"1,14,77,833"	24.36	-
10-Aug-23	INDIACEM	The India Cements Limited	GRAVITON RESEARCH CAPITAL LLP	BUY	"17,87,819"	237.52	-
10-Aug-23	INDIACEM	The India Cements Limited	GRAVITON RESEARCH CAPITAL LLP	SELL	"15,41,319"	238.12	-
10-Aug-23	LINCOLN	Lincoln Pharma Ltd	GRAVITON RESEARCH CAPITAL LLP	BUY	"1,32,733"	480.98	-
