Date 	Symbol 	Security Name 	Client Name 	Buy / Sell 	Quantity Traded 	Trade Price / Wght. Avg. Price 	Remarks 
25-Aug-23	ATULAUTO	Atul Auto Limited	PRAFULLABEN JAYANTIBHAI CHANDRA	SELL	"1,63,886"	450.43	-
25-Aug-23	ATULAUTO	Atul Auto Limited	QE SECURITIES LLP	BUY	"1,53,874"	454.05	-
25-Aug-23	ATULAUTO	Atul Auto Limited	QE SECURITIES LLP	SELL	"1,54,363"	457.96	-
25-Aug-23	BAHETI	Baheti Recycling Ind Ltd	VINOD SOMANI	SELL	"61,500"	143.12	-
25-Aug-23	BAJAJHIND	Bajaj Hindustan Sugar Ltd	HRTI PRIVATE LIMITED	BUY	"69,31,671"	23.91	-
25-Aug-23	BAJAJHIND	Bajaj Hindustan Sugar Ltd	HRTI PRIVATE LIMITED	SELL	"75,33,417"	24.03	-
25-Aug-23	DBSTOCKBRO	DB (Int) Stock Brokers	SHANKER CREDITS PRIVATE LIMITED	BUY	"1,99,280"	25.97	-
25-Aug-23	DIL	Debock Industries Limited	A S CONFIN PRIVATE LIMITED	BUY	"9,99,130"	10.83	-
25-Aug-23	DIL	Debock Industries Limited	A S CONFIN PRIVATE LIMITED	SELL	"9,99,130"	10.77	-
25-Aug-23	DIL	Debock Industries Limited	MANSI SHARE AND STOCK ADVISORS PVT LTD	SELL	"7,93,254"	10.74	-
25-Aug-23	DYNPRO	Dynemic Products Limited	GRAVITON RESEARCH CAPITAL LLP	BUY	"59,555"	388.34	-
25-Aug-23	DYNPRO	Dynemic Products Limited	GRAVITON RESEARCH CAPITAL LLP	SELL	"59,555"	389.05	-
25-Aug-23	GABRIEL	Gabriel India Ltd	GRAVITON RESEARCH CAPITAL LLP	BUY	"11,39,909"	304.35	-
25-Aug-23	GABRIEL	Gabriel India Ltd	GRAVITON RESEARCH CAPITAL LLP	SELL	"11,39,909"	304.44	-
25-Aug-23	GISOLUTION	GI Engineering Solutions	G G ENGINEERING LIMITED	SELL	"8,33,802"	11.95	-
25-Aug-23	GLOBALPET	Global Pet Industries Ltd	BHAVESHKUMAR NATVARLAL SHETH	BUY	"54,000"	89.96	-
25-Aug-23	GLOBALPET	Global Pet Industries Ltd	BHAVESHKUMAR NATVARLAL SHETH	SELL	"54,000"	90.21	-
25-Aug-23	GLOBALPET	Global Pet Industries Ltd	YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .	BUY	"9,000"	93.03	-
25-Aug-23	GLOBALPET	Global Pet Industries Ltd	YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .	SELL	"51,000"	92.08	-
25-Aug-23	GODHA	Godha Cabcon Insulat Ltd	MAHADEV MANUBHAI MAKVANA	SELL	"71,22,003"	1	-
25-Aug-23	IBULHSGFIN	Indiabulls Hsg Fin Ltd	HRTI PRIVATE LIMITED	BUY	"40,81,622"	166.57	-
25-Aug-23	IBULHSGFIN	Indiabulls Hsg Fin Ltd	HRTI PRIVATE LIMITED	SELL	"40,64,657"	166.54	-
25-Aug-23	JIOFIN	Jio Fin Services Ltd	MOTILAL OSWAL MUTUAL FUND	BUY	"3,72,00,000"	202.8	-
25-Aug-23	JPASSOCIAT	Jaiprakash Associates Lim	HI GROWTH CORPORATE SERVICES PVT LTD	BUY	"2,11,88,669"	9.06	-
25-Aug-23	JPASSOCIAT	Jaiprakash Associates Lim	HI GROWTH CORPORATE SERVICES PVT LTD	SELL	"2,19,74,669"	9.05	-
25-Aug-23	KDL	Kore Digital Limited	KIFS  ENTERPRISE	BUY	"19,200"	288.03	-
25-Aug-23	KFINTECH	Kfin Technologies Limited	GRAVITON RESEARCH CAPITAL LLP	BUY	"9,75,382"	426.85	-
25-Aug-23	KFINTECH	Kfin Technologies Limited	GRAVITON RESEARCH CAPITAL LLP	SELL	"9,75,382"	427.2	-
25-Aug-23	KOPRAN	Kopran Ltd.	GRAVITON RESEARCH CAPITAL LLP	BUY	"3,30,950"	220.01	-
25-Aug-23	KOPRAN	Kopran Ltd.	GRAVITON RESEARCH CAPITAL LLP	SELL	"3,30,950"	220.12	-
25-Aug-23	MADHAV	Madhav Marbles and Granit	MITTAL RIMPY	BUY	"2,22,434"	48.69	-
25-Aug-23	MADHAV	Madhav Marbles and Granit	MITTAL RIMPY	SELL	"2,24,616"	49	-
25-Aug-23	ORIENTLTD	Orient Press Limited	HARDIKKUMAR MAIYAJIBHAI DESAI	BUY	"54,484"	80.45	-
25-Aug-23	ORIENTLTD	Orient Press Limited	HARDIKKUMAR MAIYAJIBHAI DESAI	SELL	"78,866"	79.56	-
25-Aug-23	ORIENTLTD	Orient Press Limited	MATALIA STOCK BROKING PRIVATE LIMITED	BUY	"54,712"	78.13	-
25-Aug-23	ORIENTLTD	Orient Press Limited	MATALIA STOCK BROKING PRIVATE LIMITED	SELL	"54,712"	79.44	-
25-Aug-23	PARAGMILK	Parag Milk Foods Ltd.	AAKRAYA RESEARCH LLP	BUY	"6,50,734"	195.72	-
25-Aug-23	PARAGMILK	Parag Milk Foods Ltd.	AAKRAYA RESEARCH LLP	SELL	"6,50,734"	195.85	-
25-Aug-23	PARAGMILK	Parag Milk Foods Ltd.	GRAVITON RESEARCH CAPITAL LLP	BUY	"11,83,540"	193.75	-
25-Aug-23	PARAGMILK	Parag Milk Foods Ltd.	GRAVITON RESEARCH CAPITAL LLP	SELL	"11,83,540"	193.67	-
25-Aug-23	PARAGMILK	Parag Milk Foods Ltd.	QE SECURITIES LLP	BUY	"7,78,093"	193.91	-
25-Aug-23	PARAGMILK	Parag Milk Foods Ltd.	QE SECURITIES LLP	SELL	"7,69,823"	194.63	-
25-Aug-23	PARAS	Paras Def and Spce Tech L	GRAVITON RESEARCH CAPITAL LLP	BUY	"2,05,203"	760.7	-
25-Aug-23	PARAS	Paras Def and Spce Tech L	GRAVITON RESEARCH CAPITAL LLP	SELL	"2,05,203"	761.79	-
25-Aug-23	PRAKASH	Prakash Industries Ltd.	GRAVITON RESEARCH CAPITAL LLP	BUY	"9,27,377"	119.74	-
25-Aug-23	PRAKASH	Prakash Industries Ltd.	GRAVITON RESEARCH CAPITAL LLP	SELL	"9,27,377"	120.01	-
25-Aug-23	RPOWER	Reliance Power Limited	HRTI PRIVATE LIMITED	BUY	"1,77,36,666"	17.58	-
25-Aug-23	RPOWER	Reliance Power Limited	HRTI PRIVATE LIMITED	SELL	"1,88,15,958"	17.58	-
25-Aug-23	SAHANA	Sahana System Limited	CHAUDHARY JAGDISH MADHAVLAL	BUY	"1,30,000"	192	-
25-Aug-23	SAHANA	Sahana System Limited	MAHADEV MANUBHAI MAKVANA	BUY	"72,000"	188.88	-
25-Aug-23	SAHANA	Sahana System Limited	MAHADEV MANUBHAI MAKVANA	SELL	"42,000"	192.01	-
25-Aug-23	SAHANA	Sahana System Limited	MALTI  SALVI	BUY	"65,000"	189.02	-
25-Aug-23	SAHANA	Sahana System Limited	MALTI  SALVI	SELL	"25,000"	192	-
25-Aug-23	SAHANA	Sahana System Limited	NIKHIL RAJESH SINGH	BUY	"1,10,000"	188.83	-
25-Aug-23	SAHANA	Sahana System Limited	NIKHIL RAJESH SINGH	SELL	"55,000"	192	-
25-Aug-23	SAHANA	Sahana System Limited	VICTUS ENTERPRISE LLP	SELL	"2,56,000"	188.86	-
25-Aug-23	SCHAND	S Chand And Company Ltd	GRAVITON RESEARCH CAPITAL LLP	BUY	"1,98,821"	240.8	-
25-Aug-23	SCHAND	S Chand And Company Ltd	GRAVITON RESEARCH CAPITAL LLP	SELL	"1,98,821"	241.08	-
25-Aug-23	SONAHISONA	Sona Hi Sona Jewell G Ltd	JIKESH NAGINDAS SHAH	BUY	"95,000"	51.8	-
25-Aug-23	SONAHISONA	Sona Hi Sona Jewell G Ltd	RENUKA PRAVINCHANDRA SHAH	SELL	"95,000"	51.8	-
25-Aug-23	SONUINFRA	Sonu Infratech Limited	DIVYA  BHANDARI	SELL	"45,000"	44.5	-
25-Aug-23	SONUINFRA	Sonu Infratech Limited	SAMBHAVNATH INVESTMENTS AND FINANCES PRIVATE LIMITED	BUY	"45,000"	44.5	-
25-Aug-23	TIL	TIL Ltd	GUTTIKONDA RAJASEKHAR	BUY	"66,000"	302.12	-
25-Aug-23	UNOMINDA	UNO Minda Limited	NIRMAL KUMAR MINDA	SELL	"74,46,215"	602.02	-
25-Aug-23	URBAN	Urban Enviro Waste Mgmt L	VEENA RAJESH SHAH	BUY	"37,200"	141.21	-
25-Aug-23	URBAN	Urban Enviro Waste Mgmt L	VEENA RAJESH SHAH	SELL	"37,200"	139.92	-
25-Aug-23	VETO	Veto Switchgear Cable Ltd	GRAVITON RESEARCH CAPITAL LLP	BUY	"1,53,754"	144.22	-
25-Aug-23	VETO	Veto Switchgear Cable Ltd	GRAVITON RESEARCH CAPITAL LLP	SELL	"1,53,754"	144.33	-
25-Aug-23	VIRESCENT	Virescent Renewable Energ	INDIA GRID TRUST	BUY	"20,10,00,000"	114.4	-
25-Aug-23	VIRESCENT	Virescent Renewable Energ	L & T WELFARE COMPANY LIMITED	SELL	"36,00,000"	114.4	-
25-Aug-23	VIRESCENT	Virescent Renewable Energ	L AND T EMPLOYEES WELFARE FOUNDATION PRIVATE LIMITED	SELL	"36,00,000"	114.4	-
25-Aug-23	VIRESCENT	Virescent Renewable Energ	LARSEN & TOUBRO LIMITED	SELL	"24,00,000"	114.4	-
25-Aug-23	VIRESCENT	Virescent Renewable Energ	PIP7 MAHSEER SARL	SELL	"2,74,00,000"	114.4	-
25-Aug-23	VIRESCENT	Virescent Renewable Energ	TERRA ASIA HOLDINGS II PTE. LIMITED.	SELL	"15,50,00,000"	114.4	-
25-Aug-23	VIRESCENT	Virescent Renewable Energ	TRUST ASSET MANAGEMENT PRIVATE LIMITED	SELL	"14,00,000"	114.4	-
25-Aug-23	VIRESCENT	Virescent Renewable Energ	UNIFI AIF	SELL	"14,00,000"	114.4	-
25-Aug-23	VIRESCENT	Virescent Renewable Energ	UTILICO EMERGING MARKETS TRUST PLC	SELL	"34,00,000"	114.4	-
25-Aug-23	VIVIDHA	Visagar Polytex Ltd	DIKSHA GUPTA	SELL	"20,00,000"	1.1	-
25-Aug-23	VIVIDHA	Visagar Polytex Ltd	VANRAJ DADBHAI KAHOR	BUY	"28,62,669"	1.13	-
25-Aug-23	VIVIDHA	Visagar Polytex Ltd	VANRAJ DADBHAI KAHOR	SELL	"17,87,719"	1.15	-
25-Aug-23	VIVIDHA	Visagar Polytex Ltd	VIBRANT SECURITIES PVT. LTD	BUY	"40,51,166"	1.19	-
25-Aug-23	VIVIDHA	Visagar Polytex Ltd	VIBRANT SECURITIES PVT. LTD	SELL	"47,68,342"	1.19	-
25-Aug-23	VMARCIND	V Marc India Limited	MADHUKAR SHETH	SELL	"1,98,000"	121.8	-
25-Aug-23	VSTTILLERS	VST Tillers Tractors Ltd	GRAVITON RESEARCH CAPITAL LLP	BUY	"46,513"	"3,626.48"	-
25-Aug-23	VSTTILLERS	VST Tillers Tractors Ltd	GRAVITON RESEARCH CAPITAL LLP	SELL	"46,513"	"3,629.27"	-
28-Aug-23	63MOONS	63 moons tech limited	GAZANIA ADVISORY LLP	SELL	"3,00,000"	358.09	-
28-Aug-23	ABCOTS	A B Cotspin India Limited	RAJ KUMAR JINDAL	BUY	"68,000"	94.3	-
28-Aug-23	ABCOTS	A B Cotspin India Limited	RAJ KUMAR JINDAL	SELL	"12,000"	93.87	-
28-Aug-23	AGUL	A G Universal Limited	PRAKASH RATANCHAND SHAH	BUY	"36,000"	63.06	-
28-Aug-23	AGUL	A G Universal Limited	YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .	BUY	"28,000"	64.72	-
28-Aug-23	AGUL	A G Universal Limited	YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .	SELL	"24,000"	64.73	-
28-Aug-23	ANTGRAPHIC	Antarctica Graphics Ltd	MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED	BUY	"10,00,000"	0.87	-
28-Aug-23	ATALREAL	Atal Realtech Limited	INDRANIL  NANDI	BUY	"3,50,000"	137.94	-
28-Aug-23	ATALREAL	Atal Realtech Limited	KAUSHIK MAHESHBHAI WAGHELA	SELL	"2,02,083"	137.95	-
28-Aug-23	ATALREAL	Atal Realtech Limited	OPTUME INVESTMENTS	SELL	"1,50,743"	137.95	-
28-Aug-23	ATULAUTO	Atul Auto Limited	AAKRAYA RESEARCH LLP	BUY	"4,24,643"	511.38	-
28-Aug-23	ATULAUTO	Atul Auto Limited	AAKRAYA RESEARCH LLP	SELL	"4,24,643"	511.81	-
28-Aug-23	ATULAUTO	Atul Auto Limited	GRAVITON RESEARCH CAPITAL LLP	BUY	"7,56,639"	507.32	-
28-Aug-23	ATULAUTO	Atul Auto Limited	GRAVITON RESEARCH CAPITAL LLP	SELL	"7,56,639"	507.85	-
28-Aug-23	ATULAUTO	Atul Auto Limited	HRTI PRIVATE LIMITED	BUY	"2,35,471"	508.02	-
28-Aug-23	ATULAUTO	Atul Auto Limited	HRTI PRIVATE LIMITED	SELL	"2,49,853"	508.88	-
28-Aug-23	ATULAUTO	Atul Auto Limited	NK SECURITIES RESEARCH PRIVATE LIMITED	BUY	"2,88,366"	514.09	-
28-Aug-23	ATULAUTO	Atul Auto Limited	NK SECURITIES RESEARCH PRIVATE LIMITED	SELL	"2,88,366"	514.32	-
28-Aug-23	ATULAUTO	Atul Auto Limited	QE SECURITIES LLP	BUY	"3,22,110"	512.02	-
28-Aug-23	ATULAUTO	Atul Auto Limited	QE SECURITIES LLP	SELL	"3,23,198"	510.19	-
28-Aug-23	BLBLIMITED	BLB Limited	MALATI BAGRI	SELL	"18,18,200"	21.25	-
28-Aug-23	BLBLIMITED	BLB Limited	NISHCHAYA TRADINGS PRIVATE LIMITED	BUY	"20,10,000"	21.25	-
28-Aug-23	CREST	Crest Ventures Limited	VERNALIS CAPITAL PVT LTD	SELL	"1,50,000"	237	-
28-Aug-23	GISOLUTION	GI Engineering Solutions	G G ENGINEERING LIMITED	BUY	"1,14,313"	11.85	-
28-Aug-23	GISOLUTION	GI Engineering Solutions	G G ENGINEERING LIMITED	SELL	"4,50,000"	11.82	-
28-Aug-23	GMDCLTD	Gujarat Min. Dev. Corpn	GRAVITON RESEARCH CAPITAL LLP	BUY	"22,63,657"	247.57	-
28-Aug-23	GMDCLTD	Gujarat Min. Dev. Corpn	GRAVITON RESEARCH CAPITAL LLP	SELL	"22,63,657"	247.81	-
28-Aug-23	GODHA	Godha Cabcon Insulat Ltd	NIKHIL RAJESH SINGH	SELL	"4,61,00,000"	1.05	-
28-Aug-23	IBREALEST	Indiabulls Real Estate Li	HRTI PRIVATE LIMITED	BUY	"29,98,430"	74.27	-
28-Aug-23	IBREALEST	Indiabulls Real Estate Li	HRTI PRIVATE LIMITED	SELL	"30,45,796"	74.33	-
28-Aug-23	IBULHSGFIN	Indiabulls Hsg Fin Ltd	GRAVITON RESEARCH CAPITAL LLP	BUY	"59,58,414"	184.09	-
28-Aug-23	IBULHSGFIN	Indiabulls Hsg Fin Ltd	GRAVITON RESEARCH CAPITAL LLP	SELL	"62,44,014"	184.01	-
28-Aug-23	IBULHSGFIN	Indiabulls Hsg Fin Ltd	HRTI PRIVATE LIMITED	BUY	"71,80,832"	184.71	-
28-Aug-23	IBULHSGFIN	Indiabulls Hsg Fin Ltd	HRTI PRIVATE LIMITED	SELL	"74,07,458"	184.98	-
28-Aug-23	IBULHSGFIN	Indiabulls Hsg Fin Ltd	JAINAM BROKING LIMITED	BUY	"28,26,286"	182.13	-
28-Aug-23	IBULHSGFIN	Indiabulls Hsg Fin Ltd	JAINAM BROKING LIMITED	SELL	"19,33,023"	186.48	-
28-Aug-23	IBULHSGFIN	Indiabulls Hsg Fin Ltd	SHARE INDIA SECURITIES LIMITED	BUY	"23,65,547"	184.46	-
28-Aug-23	IBULHSGFIN	Indiabulls Hsg Fin Ltd	SHARE INDIA SECURITIES LIMITED	SELL	"23,68,199"	184.53	-
28-Aug-23	JPASSOCIAT	Jaiprakash Associates Lim	HI GROWTH CORPORATE SERVICES PVT LTD	BUY	"1,17,54,000"	10.26	-
28-Aug-23	JPASSOCIAT	Jaiprakash Associates Lim	HI GROWTH CORPORATE SERVICES PVT LTD	SELL	"1,27,44,000"	10.22	-
28-Aug-23	JPPOWER	Jaiprakash Power Ven. Lt	JAINAM BROKING LIMITED	BUY	"4,78,51,024"	8.06	-
28-Aug-23	JPPOWER	Jaiprakash Power Ven. Lt	JAINAM BROKING LIMITED	SELL	"4,10,41,061"	8.06	-
28-Aug-23	JPPOWER	Jaiprakash Power Ven. Lt	PACE STOCK BROKING SERVICES PVT LTD	BUY	"5,48,21,139"	8.03	-
28-Aug-23	JPPOWER	Jaiprakash Power Ven. Lt	PACE STOCK BROKING SERVICES PVT LTD	SELL	"5,48,22,139"	8.05	-
28-Aug-23	LGHL	Laxmi Goldorna House Ltd	HIMANSHU SURESHCHANDRA SHAH	SELL	"1,36,000"	42.12	-
28-Aug-23	LGHL	Laxmi Goldorna House Ltd	RENUKA PRAVINCHANDRA SHAH	BUY	"1,36,000"	42.12	-
28-Aug-23	MADHAV	Madhav Marbles and Granit	MITTAL RIMPY	BUY	"1,22,899"	50.98	-
28-Aug-23	MADHAV	Madhav Marbles and Granit	MITTAL RIMPY	SELL	"1,22,819"	51.23	-
28-Aug-23	MANUGRAPH	Manugraph India Ltd.	PURVISH MUKESH SHAH	BUY	"2,20,309"	23.85	-
28-Aug-23	MANUGRAPH	Manugraph India Ltd.	PURVISH MUKESH SHAH	SELL	"1,00,309"	23.98	-
28-Aug-23	MEGAFLEX	Mega Flex Plastics Ltd	SHITU GUPTA	SELL	"90,000"	50.4	-
28-Aug-23	MORARJEE	Morarjee Textiles Limited	MITTAL RIMPY	BUY	"2,73,414"	21.66	-
28-Aug-23	MORARJEE	Morarjee Textiles Limited	MITTAL RIMPY	SELL	"2,73,414"	21.82	-
28-Aug-23	MORARJEE	Morarjee Textiles Limited	SUNITA GUPTA	SELL	"1,92,022"	21.15	-
28-Aug-23	PARAGMILK	Parag Milk Foods Ltd.	GRAVITON RESEARCH CAPITAL LLP	BUY	"9,14,425"	209.82	-
28-Aug-23	PARAGMILK	Parag Milk Foods Ltd.	GRAVITON RESEARCH CAPITAL LLP	SELL	"9,14,425"	209.9	-
28-Aug-23	RAILTEL	Railtel Corp of Ind Ltd	AAKRAYA RESEARCH LLP	BUY	"16,64,907"	183.22	-
28-Aug-23	RAILTEL	Railtel Corp of Ind Ltd	AAKRAYA RESEARCH LLP	SELL	"16,64,907"	183.32	-
28-Aug-23	RAILTEL	Railtel Corp of Ind Ltd	CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED	BUY	"18,36,588"	180.95	-
28-Aug-23	RAILTEL	Railtel Corp of Ind Ltd	CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED	SELL	"6,78,531"	184.28	-
28-Aug-23	RAILTEL	Railtel Corp of Ind Ltd	GRAVITON RESEARCH CAPITAL LLP	BUY	"29,61,107"	182.68	-
28-Aug-23	RAILTEL	Railtel Corp of Ind Ltd	GRAVITON RESEARCH CAPITAL LLP	SELL	"29,61,107"	182.57	-
28-Aug-23	RAILTEL	Railtel Corp of Ind Ltd	QE SECURITIES LLP	BUY	"16,71,919"	181.62	-
28-Aug-23	RAILTEL	Railtel Corp of Ind Ltd	QE SECURITIES LLP	SELL	"17,34,048"	182.8	-
28-Aug-23	RKEC	RKEC Projects Limited	GARAPATI RADHAKRISHNA	SELL	"1,45,000"	65.08	-
28-Aug-23	RTNPOWER	RattanIndia Power Limited	ABARC-AST-002-TRUST	SELL	"4,40,95,395"	5.6	-
28-Aug-23	SAHANA	Sahana System Limited	AJAY  SALVI	SELL	"80,000"	207.05	-
28-Aug-23	SAHANA	Sahana System Limited	ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED	BUY	"40,000"	220.96	-
28-Aug-23	SAHANA	Sahana System Limited	ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED	SELL	"37,000"	222.04	-
28-Aug-23	SAHANA	Sahana System Limited	MALTI  SALVI	SELL	"40,000"	207.05	-
28-Aug-23	SAHANA	Sahana System Limited	MANOJKUMAR MADHAVLAL CHAUDHARI	BUY	"1,44,000"	208.64	-
28-Aug-23	SAHANA	Sahana System Limited	NIKHIL RAJESH SINGH	BUY	"42,000"	238.82	-
28-Aug-23	SAHANA	Sahana System Limited	NIKHIL RAJESH SINGH	SELL	"42,000"	230.15	-
28-Aug-23	SONAHISONA	Sona Hi Sona Jewell G Ltd	BHARTI JIKESH SHAH	BUY	"1,25,000"	54.35	-
28-Aug-23	SONAHISONA	Sona Hi Sona Jewell G Ltd	RENUKA PRAVINCHANDRA SHAH	SELL	"1,55,000"	54.35	-
28-Aug-23	SYNOPTICS	Synoptics Technologies L	NNM SECURITIES PVT LTD	BUY	"1,200"	120	-
28-Aug-23	SYNOPTICS	Synoptics Technologies L	NNM SECURITIES PVT LTD	SELL	"65,400"	119.5	-
28-Aug-23	TRU	TruCap Finance Limited	ACHINTYA SECURITIES PRIVATE LIMITED	SELL	"9,00,197"	58.76	-
28-Aug-23	VIKASECO	Vikas EcoTech Limited	VISHWAS FINCAP SERVICES PRIVATE LIMITED	BUY	"86,36,285"	2.98	-
28-Aug-23	VIKASECO	Vikas EcoTech Limited	VISHWAS FINCAP SERVICES PRIVATE LIMITED	SELL	"80,36,285"	3.02	-
28-Aug-23	VIKASLIFE	Vikas Lifecare Limited	HI GROWTH CORPORATE SERVICES PVT LTD	BUY	"69,84,000"	3.85	-
28-Aug-23	VIKASLIFE	Vikas Lifecare Limited	HI GROWTH CORPORATE SERVICES PVT LTD	SELL	"74,34,000"	3.86	-
28-Aug-23	VISASTEEL	Visa Steel Limited	M PRASAD & CO LIMITED	SELL	"16,05,595"	14.3	-
28-Aug-23	VISASTEEL	Visa Steel Limited	VISA INDUSTRIES LIMITED	BUY	"22,00,000"	14.3	-
28-Aug-23	WALCHANNAG	Walchandnagar Ind. Ltd	ASSETS CARE AND RECONSTRUCTION ENTERPRISE LIMITED	SELL	"5,73,421"	98.26	-
28-Aug-23	ZEAL	Zeal Global Services Ltd	YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .	BUY	"94,800"	226.91	-
28-Aug-23	ZEAL	Zeal Global Services Ltd	YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .	SELL	"94,800"	228.28	-
29-Aug-23	AGUL	A G Universal Limited	AJIAM CAPITAL PRIVATE LIMITED .	BUY	"42,000"	77.75	-
29-Aug-23	AGUL	A G Universal Limited	AJIAM CAPITAL PRIVATE LIMITED .	SELL	"38,000"	77.5	-
29-Aug-23	AGUL	A G Universal Limited	R K MIDCAP FINSEC PVT LTD	SELL	"34,000"	77.59	-
29-Aug-23	ALLETEC	All E Technologies Ltd	DREAM ACHIEVER CONSULTANCY SERVICES PRIVATE LIMITED	SELL	"2,51,200"	149.45	-
29-Aug-23	AMBICAAGAR	Ambica Agar & AromaIndLtd	MITHUN SECURITIES PVT. LTD.	SELL	"1,00,000"	43.05	-
29-Aug-23	ANTGRAPHIC	Antarctica Graphics Ltd	MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED	BUY	1	1	-
29-Aug-23	ANTGRAPHIC	Antarctica Graphics Ltd	MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED	SELL	"9,41,001"	1	-
29-Aug-23	BEML	BEML Limited	GRAVITON RESEARCH CAPITAL LLP	BUY	"3,41,361"	"2,383.76"	-
29-Aug-23	BEML	BEML Limited	GRAVITON RESEARCH CAPITAL LLP	SELL	"3,41,361"	"2,383.31"	-
29-Aug-23	BEML	BEML Limited	NK SECURITIES RESEARCH PRIVATE LIMITED	BUY	"2,36,876"	"2,413.43"	-
29-Aug-23	BEML	BEML Limited	NK SECURITIES RESEARCH PRIVATE LIMITED	SELL	"2,36,876"	"2,414.76"	-
29-Aug-23	BHANDARI	Bhandari Hosiery Exp Ltd	PRITHVI  FINMART  PRIVATE LIMITED	BUY	"9,41,287"	7.65	-
29-Aug-23	BHANDARI	Bhandari Hosiery Exp Ltd	PRITHVI  FINMART  PRIVATE LIMITED	SELL	"9,58,799"	7.69	-
29-Aug-23	CAPACITE	Capacite Infraproject Ltd	GOLDMAN SACHS INVESTMENTS (MAURITIUS) I LIMITED	SELL	"3,75,000"	203.19	-
29-Aug-23	CONFIPET	Confidence Petro Ind Ltd.	GRAVITON RESEARCH CAPITAL LLP	BUY	"14,47,910"	96.23	-
29-Aug-23	CONFIPET	Confidence Petro Ind Ltd.	GRAVITON RESEARCH CAPITAL LLP	SELL	"14,47,910"	96.39	-
29-Aug-23	DCXINDIA	DCX Systems Limited	GRAVITON RESEARCH CAPITAL LLP	BUY	"7,51,377"	329.8	-
29-Aug-23	DCXINDIA	DCX Systems Limited	GRAVITON RESEARCH CAPITAL LLP	SELL	"7,51,377"	329.71	-
29-Aug-23	DIL	Debock Industries Limited	A S CONFIN PRIVATE LIMITED	BUY	"6,18,224"	10.91	-
29-Aug-23	DIL	Debock Industries Limited	A S CONFIN PRIVATE LIMITED	SELL	"6,18,224"	10.89	-
29-Aug-23	DIL	Debock Industries Limited	ELAN VENTURES PRIVATE LIMITED	BUY	"9,18,124"	10.87	-
29-Aug-23	DIL	Debock Industries Limited	ELAN VENTURES PRIVATE LIMITED	SELL	"4,73,792"	10.8	-
29-Aug-23	DIL	Debock Industries Limited	ESAAR (INDIA) LIMITED	BUY	"6,23,378"	11.14	-
29-Aug-23	DIL	Debock Industries Limited	ESAAR (INDIA) LIMITED	SELL	"6,23,378"	10.8	-
29-Aug-23	DIL	Debock Industries Limited	JAINAM BROKING LIMITED	BUY	"5,52,339"	10.89	-
29-Aug-23	DIL	Debock Industries Limited	JAINAM BROKING LIMITED	SELL	"3,52,339"	10.91	-
29-Aug-23	DIL	Debock Industries Limited	MOHIT  SHARMA	BUY	"7,50,000"	10.8	-
29-Aug-23	DIL	Debock Industries Limited	UPPINANGADY SUDHINDRA NAYAK	SELL	"11,12,584"	10.84	-
29-Aug-23	GANESHBE	Ganesh Benzoplast Limited	GRAVITON RESEARCH CAPITAL LLP	BUY	"3,41,712"	179.29	-
29-Aug-23	GANESHBE	Ganesh Benzoplast Limited	GRAVITON RESEARCH CAPITAL LLP	SELL	"3,41,712"	179.5	-
29-Aug-23	GODHA	Godha Cabcon Insulat Ltd	MALTI  SALVI	BUY	"17,04,000"	1.1	-
29-Aug-23	GODHA	Godha Cabcon Insulat Ltd	MALTI  SALVI	SELL	"2,92,04,000"	1.1	-
29-Aug-23	HCC	Hindustan Construc Co.	HRTI PRIVATE LIMITED	BUY	"83,61,192"	27.97	-
29-Aug-23	HCC	Hindustan Construc Co.	HRTI PRIVATE LIMITED	SELL	"86,65,883"	27.98	-
29-Aug-23	HEADSUP	Heads UP Ventures Limited	MANIMEGALAI GANESAN	SELL	"2,27,959"	11.14	-
29-Aug-23	HSCL	Himadri Speciality Chem L	GRAVITON RESEARCH CAPITAL LLP	BUY	"27,11,284"	219.08	-
29-Aug-23	HSCL	Himadri Speciality Chem L	GRAVITON RESEARCH CAPITAL LLP	SELL	"27,11,284"	219.28	-
29-Aug-23	IBREALEST	Indiabulls Real Estate Li	HRTI PRIVATE LIMITED	BUY	"28,35,553"	77.34	-
29-Aug-23	IBREALEST	Indiabulls Real Estate Li	HRTI PRIVATE LIMITED	SELL	"27,25,227"	77.45	-
29-Aug-23	IBULHSGFIN	Indiabulls Hsg Fin Ltd	HRTI PRIVATE LIMITED	BUY	"32,01,474"	189.82	-
29-Aug-23	IBULHSGFIN	Indiabulls Hsg Fin Ltd	HRTI PRIVATE LIMITED	SELL	"33,36,160"	190.19	-
